algorithm_name,dataset_name,flow/samples,execution_time_fit,execution_time_predict,AUPRIN,AUPROUT,AUROC,indices_drawing,first_above_90,first_above_95,first_above_99
LocalOutlierFactor,TrainDay0_Web,samples,0h 6m 16s,0h 1m 9s,0.9586293616999237,0.04206239561890716,0.5044619035388798,10,65,84,129
LocalOutlierFactor,TrainDay0_TestDay1234,samples,0h 6m 8s,0h 27m 3s,0.7206010056730675,0.3117689964746714,0.31349688921591184,433,4,5,7
LocalOutlierFactor,TrainDay0_TestBotnet,flows,0h 6m 17s,0h 1m 44s,0.9938692837268434,0.006991676240557583,0.6133485931104169,8,201,201,201
LocalOutlierFactor,TrainDay0_DDos,flows,0h 6m 20s,0h 2m 14s,0.2769242476524868,0.7247535778452413,0.513169822199529,32,2,3,4
LocalOutlierFactor,TrainDay0_Dos,flows,0h 6m 26s,0h 4m 13s,0.41659481972993767,0.5912033056721064,0.5045736008416545,123,3,4,6
LocalOutlierFactor,TrainDay0_SSHPatator,flows,0h 6m 16s,0h 1m 49s,0.9807977782379433,0.023310208298139116,0.5228860456162949,8662,201,201,201
LocalOutlierFactor,TrainDay0_TestDay1234,flows,0h 6m 8s,0h 27m 3s,0.6921363153643918,0.3224604366558161,0.46301126368404877,321,4,6,8
LocalOutlierFactor,TrainDay0_Infiltration,flows,0h 6m 15s,0h 2m 1s,0.6477089719141037,0.3672072990206054,0.520946749668396,32,6,8,11
LocalOutlierFactor,TrainDay0_Web,flows,0h 6m 16s,0h 1m 9s,0.9746802816387182,0.026355374599072705,0.521289952701146,87,107,140,201
LocalOutlierFactor,TrainDay01_TestDay234,flows,0h 22m 0s,0h 40m 53s,0.5962433180934357,0.4131035462016431,0.38285469006497796,139,5,7,10
LocalOutlierFactor,TrainDay0_PortScan,flows,0h 6m 15s,0h 1m 52s,0.44582286523917036,0.6846118830305795,0.5933702063389158,1230,4,5,8
LocalOutlierFactor,TrainDay0_FTPPatator,flows,0h 6m 18s,0h 1m 58s,0.9633724729547903,0.037636706245622084,0.40271496110180593,144,81,105,161
LocalOutlierFactor,TrainDay012_TestDay34,flows,0h 49m 21s,0h 42m 49s,0.6178561571973242,0.417905593216111,0.4525843265253734,15,3,4,5
LocalOutlierFactor,TrainDay0_Heartbleed,flows,0h 6m 18s,0h 0m 16s,0.999912899593369,3.436662313561069e-05,0.6683615498238837,10330,201,201,201
LocalOutlierFactor,TrainDay0123_TestDay4,flows,1h 22m 50s,0h 31m 56s,0.5190670374735822,0.5203340669597778,0.4876952051735244,14,2,3,4
DistanceLOF,TrainDay0_Heartbleed,samples,0h 1m 50s,0h 0m 1s,0.8931681513495056,0.0,0.0,1,1,1,1
DistanceLOF,TrainDay0_SSHPatator,samples,0h 1m 50s,0h 0m 17s,0.9542482921493035,0.06924764711814961,0.5836832445036485,76212,201,201,201
DistanceLOF,TrainDay0_Infiltration,samples,0h 1m 50s,0h 0m 24s,0.7155154381373079,0.30111507701526274,0.3910798513659689,1,3,4,6
DistanceLOF,TrainDay0_TestBotnet,samples,0h 1m 50s,0h 0m 17s,0.9980200818214638,0.0037177495429204753,0.7639802425924365,45791,201,201,201
DistanceLOF,TrainDay0_Dos,samples,0h 1m 50s,0h 1m 37s,0.3964074747525327,0.6859357732023946,0.2551118498280495,1,8,10,15
DistanceLOF,TrainDay0_TestDay1234,samples,0h 1m 49s,0h 41m 9s,0.6693358699605194,0.42036614161161134,0.21915396504335038,1,2,2,3
DistanceLOF,TrainDay0_DDos,samples,0h 1m 49s,0h 0m 28s,0.33732238583410723,0.7109042734707527,0.4791229585865518,69,3,4,6
DistanceLOF,TrainDay01_TestDay234,samples,0h 25m 32s,1h 57m 3s,0.6089812463238785,0.5006096147821723,0.21142215429280753,1,2,2,3
DistanceLOF,TrainDay0_Web,samples,0h 1m 50s,0h 0m 8s,0.9625463506004769,0.04168950594025498,0.5318771539905739,25834,201,201,201
DistanceLOF,TrainDay0_FTPPatator,samples,0h 1m 50s,0h 0m 19s,0.972922642040947,0.042166196184272815,0.6399703403701119,43187,201,201,201
DistanceLOF,TrainDay012_TestDay34,samples,1h 44m 9s,2h 5m 56s,0.6098810024470709,0.5115310216041401,0.19284814573324902,1,2,3,4
DistanceLOF,TrainDay0_PortScan,samples,0h 1m 50s,0h 0m 22s,0.4033693554877671,0.6101756778845535,0.4564144169678604,1,2,2,3
DistanceLOF,TrainDay0123_TestDay4,samples,3h 47m 7s,1h 23m 9s,0.4794431643346479,0.6474931338934724,0.18469964982647338,1,3,3,5
DistanceLOF,TrainDay0123_TestDay4,flows,3h 47m 7s,1h 23m 9s,0.3907164618888179,0.7193316539831526,0.19711851093180358,1,2,2,3
DistanceLOF,TrainDay0_DDos,flows,0h 1m 49s,0h 0m 28s,0.22275411867267714,0.7933599396998248,0.35295075658459585,5,2,2,4
DistanceLOF,TrainDay0_SSHPatator,flows,0h 1m 50s,0h 0m 17s,0.9774612363872798,0.02901048676132872,0.43948296557697897,34795,201,201,201
DistanceLOF,TrainDay0_Dos,flows,0h 1m 50s,0h 1m 37s,0.27896211228077994,0.8009604492261266,0.22611646434796778,1,2,2,3
DistanceLOF,TrainDay0_TestDay1234,flows,0h 1m 49s,0h 41m 9s,0.5576594344096718,0.5708393644867585,0.19623771975102494,1,2,2,3
DistanceLOF,TrainDay0_PortScan,flows,0h 1m 50s,0h 0m 22s,0.17242821602944608,0.849643430508252,0.32290187911761287,1,1,2,2
DistanceLOF,TrainDay01_TestDay234,flows,0h 25m 32s,1h 57m 3s,0.49256084595900324,0.6274412442870603,0.20488322138744308,1,1,2,2
DistanceLOF,TrainDay0_TestBotnet,flows,0h 1m 50s,0h 0m 17s,0.9964004240259908,0.006041882837309214,0.7142175953795552,34213,201,201,201
DistanceLOF,TrainDay0_Web,flows,0h 1m 50s,0h 0m 8s,0.9877528899683757,0.019782439697162466,0.6884334445595587,22634,201,201,201
DistanceLOF,TrainDay0_Infiltration,flows,0h 1m 50s,0h 0m 24s,0.479348310474328,0.580096348845854,0.2961383675991726,1,2,2,3
DistanceLOF,TrainDay012_TestDay34,flows,1h 44m 9s,2h 5m 56s,0.5007435757031277,0.6212343233722888,0.2049798513351782,1,2,2,3
DistanceLOF,TrainDay0_FTPPatator,flows,0h 1m 50s,0h 0m 19s,0.9758969913341983,0.031495028612421934,0.4957227914699115,35251,201,201,201
DistanceLOF,TrainDay0_Heartbleed,flows,0h 1m 50s,0h 0m 1s,0.994622278886335,0.0,0.0,1,2,2,3
NeuronalNetwork,TrainDay0_SSHPatator,samples,0h 19m 52s,0h 0m 0s,0.9574179755427736,0.042578037192680336,0.5000020822921872,8214,26,34,52
NeuronalNetwork,TrainDay0_DDos,samples,0h 19m 52s,0h 0m 0s,0.14051747212696183,0.23401211381242396,0.1717871749026733,1,1,2,2
NeuronalNetwork,TrainDay0_Dos,samples,0h 19m 35s,0h 0m 0s,0.43664847484917874,0.6276434704328888,0.42351728858372983,2,4,5,8
NeuronalNetwork,TrainDay012_TestDay34,samples,0h 56m 48s,0h 0m 1s,0.9333760594476824,0.1398703068365435,0.8219652384382669,130,31,40,61
NeuronalNetwork,TrainDay0_Web,samples,0h 20m 1s,0h 0m 0s,0.9217440042617977,0.1020272218865488,0.31903538113932506,10594,50,65,100
NeuronalNetwork,TrainDay0_PortScan,samples,0h 19m 41s,0h 0m 0s,0.7084501656231755,0.29154361581052546,0.5000043888137914,1105,3,4,6
NeuronalNetwork,TrainDay0_Heartbleed,samples,0h 19m 59s,0h 0m 0s,0.8807120497895576,0.15040104383636027,0.3656398874586633,67,78,101,155
NeuronalNetwork,TrainDay0123_TestDay4,samples,1h 9m 1s,0h 0m 0s,0.6411770680759337,0.36881102694375134,0.5279674006924967,148,15,20,30
NeuronalNetwork,TrainDay0_Infiltration,samples,0h 19m 34s,0h 0m 0s,0.9231526922676054,0.13229453593799861,0.7382263793271371,2,9,12,18
NeuronalNetwork,TrainDay0_TestBotnet,samples,0h 19m 40s,0h 0m 0s,0.990007570180452,0.011901469182764433,0.5548588383219183,1,2,2,3
NeuronalNetwork,TrainDay0_TestDay1234,samples,0h 20m 26s,0h 0m 2s,0.545639841371783,0.45937258651830404,0.4688153328413166,109,27,34,53
NeuronalNetwork,TrainDay0_FTPPatator,samples,0h 19m 37s,0h 0m 0s,0.971253936205569,0.02874249631306732,0.5000018365270539,14,39,51,78
NeuronalNetwork,TrainDay01_TestDay234,samples,0h 39m 6s,0h 0m 1s,0.8208462949869172,0.21805978137211962,0.7300455496894641,29,15,20,30
NeuronalNetwork,TrainDay01_TestDay234,flows,0h 39m 6s,0h 0m 1s,0.7353589702957151,0.31749248560333465,0.7193320017194567,29,14,18,27
NeuronalNetwork,TrainDay0123_TestDay4,flows,1h 9m 1s,0h 0m 0s,0.5173123746523611,0.497887826051363,0.49186808214617006,222,38,49,75
NeuronalNetwork,TrainDay012_TestDay34,flows,0h 56m 48s,0h 0m 1s,0.8862417530056448,0.21226520801268528,0.7980225034913478,88,26,33,51
NeuronalNetwork,TrainDay0_Web,flows,0h 20m 1s,0h 0m 0s,0.9399171297956844,0.07473691828466242,0.2247040750246604,4296,76,99,152
NeuronalNetwork,TrainDay0_Heartbleed,flows,0h 19m 59s,0h 0m 0s,0.9986306643254408,2.8404249275691642e-05,0.5000284058629701,1333,201,201,201
NeuronalNetwork,TrainDay0_SSHPatator,flows,0h 19m 52s,0h 0m 0s,0.9863856396624936,0.013605132638667698,0.5000046774872539,3703,84,109,167
NeuronalNetwork,TrainDay0_Dos,flows,0h 19m 35s,0h 0m 0s,0.2846766884531007,0.7822426111605345,0.36140790805260337,2,3,4,6
NeuronalNetwork,TrainDay0_PortScan,flows,0h 19m 41s,0h 0m 0s,0.6149726771775649,0.3850143659364992,0.5000105342996798,2,2,3,4
NeuronalNetwork,TrainDay0_TestDay1234,flows,0h 20m 26s,0h 0m 2s,0.5016629507127175,0.5129864834523459,0.4561807044868504,14867,21,28,42
NeuronalNetwork,TrainDay0_Infiltration,flows,0h 19m 34s,0h 0m 0s,0.8701529029663935,0.23404302482460734,0.742422854881288,2,5,6,10
NeuronalNetwork,TrainDay0_TestBotnet,flows,0h 19m 40s,0h 0m 0s,0.990360501571059,0.013667180158211282,0.7224895168345321,1,1,2,2
NeuronalNetwork,TrainDay0_DDos,flows,0h 19m 52s,0h 0m 0s,0.14968201416852994,0.4528695450758269,0.12554142527154785,1,1,2,2
EnergyFlowClassifier,TrainDay0123_TestDay4,samples,1h 24m 21s,0h 0m 29s,0.43843489296877497,0.9219337406229388,0.05562649234631806,1,5,7,10
EnergyFlowClassifier,TrainDay0_Web,samples,0h 17m 58s,0h 0m 1s,0.9477972707899638,0.0538924937609942,0.43340583363850005,434,50,65,99
EnergyFlowClassifier,TrainDay0_SSHPatator,samples,0h 17m 53s,0h 0m 1s,0.836886228861956,0.23221018317802267,0.16779487448571362,27,26,33,51
EnergyFlowClassifier,TrainDay0_Heartbleed,samples,0h 17m 45s,0h 0m 0s,0.994890890500342,0.015604672409800926,0.8748277105601309,1668,81,105,161
EnergyFlowClassifier,TrainDay0_PortScan,samples,0h 17m 54s,0h 0m 1s,0.24646523464765754,0.9779171116902972,0.024570709432959855,1,3,4,6
EnergyFlowClassifier,TrainDay01_TestDay234,samples,0h 34m 20s,0h 0m 42s,0.6440791346915992,0.5032339778476521,0.35603884424460447,2,8,11,16
EnergyFlowClassifier,TrainDay0_DDos,samples,0h 17m 55s,0h 0m 1s,0.21519416987118048,0.7907184880760627,0.36291350876774064,19,2,3,4
EnergyFlowClassifier,TrainDay012_TestDay34,samples,0h 58m 7s,0h 0m 40s,0.5594825687051512,0.8400733208218439,0.06613628412940965,2,8,11,16
EnergyFlowClassifier,TrainDay0_TestDay1234,samples,0h 18m 2s,0h 0m 24s,0.7331469140892908,0.3312167950947563,0.44075901008224605,26,10,13,20
EnergyFlowClassifier,TrainDay0_FTPPatator,samples,0h 17m 53s,0h 0m 1s,0.870400620466427,0.27244549191739387,0.20314791233055357,3,38,49,75
EnergyFlowClassifier,TrainDay0_TestBotnet,samples,0h 17m 50s,0h 0m 1s,0.989033110601643,0.01653686762493736,0.37202498031174075,251,201,201,201
EnergyFlowClassifier,TrainDay0_Dos,samples,0h 17m 52s,0h 0m 3s,0.40773237368310056,0.6466494300659497,0.28349741078844154,4,4,5,8
EnergyFlowClassifier,TrainDay0_Infiltration,samples,0h 17m 53s,0h 0m 1s,0.6391152320862343,0.4467898170923779,0.20563682519231927,40,9,12,18
EnergyFlowClassifier,TrainDay0_FTPPatator,flows,0h 17m 53s,0h 0m 1s,0.9088673158695715,0.29571087681545866,0.15291460023593423,13,66,85,131
EnergyFlowClassifier,TrainDay0_SSHPatator,flows,0h 17m 53s,0h 0m 1s,0.9391987593283,0.10237455233407015,0.11749946537415752,8,82,106,163
EnergyFlowClassifier,TrainDay0_Web,flows,0h 17m 58s,0h 0m 1s,0.9646272682766213,0.037334887062343024,0.40733171894920855,1076,76,98,151
EnergyFlowClassifier,TrainDay0_PortScan,flows,0h 17m 54s,0h 0m 1s,0.12526772678368706,0.991706352901873,0.021195265154387247,1,2,2,4
EnergyFlowClassifier,TrainDay0_Dos,flows,0h 17m 52s,0h 0m 3s,0.2918837056838673,0.7638931690637637,0.2558858213523565,1,3,4,6
EnergyFlowClassifier,TrainDay0123_TestDay4,flows,1h 24m 21s,0h 0m 29s,0.34941842408125334,0.9658737252130449,0.034127980227098814,1,4,5,8
EnergyFlowClassifier,TrainDay0_DDos,flows,0h 17m 55s,0h 0m 1s,0.2433352888075611,0.7615991962743238,0.37771944507420807,8,2,3,4
EnergyFlowClassifier,TrainDay012_TestDay34,flows,0h 58m 7s,0h 0m 40s,0.44752891083725,0.9333283726454825,0.03238061177367844,2,6,7,11
EnergyFlowClassifier,TrainDay01_TestDay234,flows,0h 34m 20s,0h 0m 42s,0.5152847896240041,0.6765827834263491,0.3002905389313913,1,6,7,11
EnergyFlowClassifier,TrainDay0_TestDay1234,flows,0h 18m 2s,0h 0m 24s,0.5972889829920638,0.5428372198841906,0.33947230025608915,2,7,9,14
EnergyFlowClassifier,TrainDay0_Infiltration,flows,0h 17m 53s,0h 0m 1s,0.4214933331463288,0.7336876252994667,0.14702170561751468,4,5,6,9
EnergyFlowClassifier,TrainDay0_TestBotnet,flows,0h 17m 50s,0h 0m 1s,0.9834476403304381,0.024274994909516838,0.3686901456261782,7,201,201,201
EnergyFlowClassifier,TrainDay0_Heartbleed,flows,0h 17m 45s,0h 0m 0s,0.9999417211134818,2.8997274256219914e-05,0.8061299852289513,17107,201,201,201
